review_body,url,title,locality
"
Bandra East is now the hot bed of development and a sought after destination. The slow shift of the commercial activity from south Mumbai to this destination has happened after the development of BKC, which was initiated to accommodate the growing demand for good business infrastructure.
This shift in commercial activity impacted the surrounding areas and many reputed developers have started developing numerous projects. The location offers great connectivity and is centrally located. Bandra East is a suburb, which has a long seafront and an upscale area. Bandra East is home to not only Bollywood actors but also to famous religious places such as Haji Ali and Mount Mary. This area is also considered to be a fashionable area and is easily accessible to other areas also.
It is also known as one of the re-development hub for builders. Developers such as Rustomjee, RNA and Oberoi etc. are present here. The property prices in the area range between Rs 21000 to 30000 per sq ft.
Bandra East offers a stay in the heart of Mumbai city with luxurious amenities and hassle free communication. One can easily and timely reach any part of the area in Mumbai.
",http://www.magicbricks.com/Bandra-East-in-Mumbai-Overview,"
Overview of Bandra East, Mumbai
","
Bandra East, Mumbai , 
"
"
West Andheri is largely a residential area. Andheri West is dotted with old houses of the Parsi community especially on the west side of the station. Some of the famous Parsi bakeries include Merwans and Ahura which are thronged by patrons throughout the day.
The road running parallel to the station is called Madhavdas Amarsey Road or MA Road. The Madhavdas Amarsey Road has been after the Madhavdas Amarsey School situated on this road. SV Road is the main artery. The new Link road connects Andheri West to the recently developed and fast growing areas stretching up to Borivali and beyond.
Today, Andheri West is a place buzzing with sound and energy. Residential complexes have sprung up like mushrooms. Some key landmarks in Andheri West include Andheri Sports Complex, Juhu Circle, Infiniti Mall, Lakshmi Industrial Estate etc. The Hansraj Morarji Public School in Andheri West is one of the top schools in Mumbai, topping many inter school competitions in academics and sports. Andheri West has more of commercial set up than residential.
",http://www.magicbricks.com/Andheri-West-in-Mumbai-Overview,"
Overview of Andheri West, Mumbai
","
Andheri West, Mumbai , 
"
"
Bhandup West has a Police Station and relatively well-lit streets. A fairly secure place with several gated communities and manned exits. It has a fire Station about 8km away.
Some of the well-known developers in this area include Orbit Corporation, The Neptune Group, Sankalp Builders and Dheeraj Realty. Water-logging can be a major problem in the monsoons. Areas like Samarth Nagar, Bhathipada and Sonapur get regularly flooded in the rains. The locality has several Cooperative multi-storey and authority apartments. The neighbourhood consists of mostly upmarket crowd.
Some of the schools in this area include Adarsha Vidyalaya, DAV High School, Gaytree Vidya Mandir and Tulshet Pada. Colleges in Bhandap include VK Krishna Menon College of Commerce and Economics & Science and National Education Society's Ratnam College of Arts, Science & Commerce to name a few.
The area has local and lifestyle stores like Wills, Max and Levis. Some of the Malls include Metro Cash and Carry, Dreamz Mall and Neptune Mansion Mall. The place has several small and mid segment eateries. Slightly upmarket ones include The Exotica, The L5 Restaurant and Lounge and The Orchid, Ornamental.
Hospitals in Bhandup include Malvankars Hospital, Sri Dayanand Centre and Whokhardt while Nursing Homes include the likes of Shanti Nursing Home, Badwalkers and Susheel Nursing Home. The area has an upcoming Metro project. Several buses pass through NH24, and the BEST also ply several ladies specials from Bhandup to Andheri(E). There are also special State Transport Bus services in the morning, which run between Bhandup and CWC (Navi Mumbai).
Bhandup also has a railway station on the Central line of the Mumbai Suburban Railway network. Nahur railway station at Bhandup (W) has somewhat decongested the traffic at Bhandup station. This has also made way for planned development in the vicinity. The distance from the international Airport is about 12 km while from CST it is about 24km.
",http://www.magicbricks.com/Bhandup-West-in-Mumbai-Overview,"
Overview of Bhandup West, Mumbai
","
Bhandup West, Mumbai , 
"
"
Borivali or Borivli is a suburban area located in the northwest section of Mumbai. Borivali is approximately 18 km (11 mins) from Mumbai Airport and 33.4 km (20.8 mins) from Churchgate Railway Station. It is a relatively safe place with a Police Station, sufficient Street Lights, gated community with manned exits and a Fire Station. Cleanliness can be an issue as in certain places common areas like roads, streets etc lack maintenance. Borivalli is close to NH 17. The roads inside the locality are however mostly narrow about 12 to 15 ft width.
Private Schools in this area include St Xaviers and St Johns among others. It has several mid-level colleges like St Francis institute of Technology, MPV College of Commerce and Anandhibais. It has sufficient shopping areas like neighborhood local super markets, Metro Cash and Carry and the presence of other international players in the market segment. It has several malls like V Mall, Goyal and Thakkar Shopping Mall to name a few.
There are several mid to premium restaurants here. These include Onyx Lounge, Neelan-e-Punjab and Chez Moi. A few Private Hospitals in this area include DNA Multispecialty and National Hospital. Government Hospitals found here are ELS Multi specialty and Navjeevan Municipal Chikitsa and Nursing Homes like Elite, Parijath and Robindra.
The area is connected by Metro in addition to the presence of Western Railway and well-established Roadways. The distance from the Airport is 18 km while the distance from CST is about 47 km. The traffic in this area is heavy and slow moving due to several traffic signals. Parking can be an issue as most roads are narrow and require a lot maneuvering. The place has a lot of greenery as it is close to the National Park. Water logging however, can be an issue during rains.
",http://www.magicbricks.com/Borivali-East-in-Mumbai-Overview,"
Overview of Borivali East, Mumbai
","
Borivali East, Mumbai , 
"
"
Chandivali, a suburb of north-central Mumbai has rapidly developed in a short span of time along with increasing pollution and traffic jams. The area, surrounded by commercial hubs such as Andheri and Powai, is well connected to the eastern as well as western suburbs through Jogeshwari Vikhroli Link Road.
Chandivali is located between two commercial and leisure hubs, Powai and Andheri. This attracts a lot of end users. The area offers developed infrastructure and amenities. Proximity to the international airport, the commercial hub Hiranandani Complex in Powai and easy connectivity to Saki Naka and BKC also fuels demand for properties in Chandivali.
Looking at the real estate market, the maximum demand in the area is for 1BHK apartments followed by 2BHK a trend prevalent in most parts of Mumbai. The prevailing selling price of residential apartments in Chandivali ranges from Rs 12000 to 14000 per sq ft. Rental values hover around approximately Rs 25000 per month for 1BHK units of 500 to 625 sq ft. One can get a 2BHK unit on rent for Rs 30000 to 40000 per month. A 3BHK unit is available for Rs 40000 and above.
Chandivali has emerged us one of the plush localities of Western Suburbs with beautifully designed luxury complexes like Nahar, Amrit, Shakti, Raheja Vihar, Lake Homes, Synchronicity. These societies have one of the best of amenities like gym, club house and lounges.
It is one of the most conveniently located suburbs for working couples. The BFSI and ICT Sector Companies in Hiranandani, SEEPZ, Andheri Kurla Road, LBS Marg, BKC, Mindspace are less than 30 minutes away. Chandivali enjoys good road connectivity to both the Eastern and Western Express Highway via the Jogeshwari link road. One can easily travel to south end & north end of the city.
",http://www.magicbricks.com/Chandivali-in-Mumbai-Overview,"
Overview of Chandivali, Mumbai
","
Chandivali, Mumbai , 
"
"
Borivali West is a suburb located in northwest Mumbai. Mostly inhabited by the Gujarati community, it is one of the premium localities of North-West Mumbai preferred largely due to its good connectivity.
Some renowned developers who have their projects in the area include Kanakia Group, Sheth Developers and Wadhwa Developers among others. At present re-development has hit the locality and slowly this is expected to change the future of the locality in a big way.
The location is well connected with most of the major business centres through the Western Express Highway, SV Road and the western suburban railways. It is approximately 18 km from Mumbai Airport and roughly 33 km from Church gate Railway Station.
All facilities such as schools, local markets, chemists, doctors, hospitals, colleges, gyms, restaurants, religious places such as the Saibaba Mandir, Gurudwara, Jain Derasars, etc are present in the area. This ensures that the locality is always in demand. Moreover, it is a very clean, peaceful and green locality. The approach roads are wide and well maintained. Adequate parking space is always available.
",http://www.magicbricks.com/Borivali-West-in-Mumbai-Overview,"
Overview of Borivali West, Mumbai
","
Borivali West, Mumbai , 
"
"
Chembur is a suburb situated in the eastern part of Mumbai. It is located at a distance of 22 km from Central Mumbai and 20 km from Chhatrapati Shivaji International Airport. Multi-Storey Apartments and condominiums are the preferred type of property. The locality witnesses demand from both end users as well as investors.
The locality has several neighbourhood markets that offer a variety of goods and services to the people of Chembur ranging from clothing to food and vegetables. In addition, it has several retail and factory outlets, multi-product stores and a shopping mall. The locality also houses several high-end restaurants as well as options for street food.
Once the Eastern Freeway project is completed Mumbaikars would be finally able to realize their 25-minute dream drive from Colaba to Panjarpol in Chembur.
At present, it takes at least an hour to travel between the two destinations by road. People find Chembur an accessible location from all parts of the city and its suburbs.
Many more infra projects are lined up for the locality that would further enhance the connectivity of the location. For instance, the Santa Cruz-Chembur Elevated Link Road will reduce the commute time to western suburbs to a mere 20 minutes. Proposed Metro and Monorail projects offer air-conditioned public transportation to all parts of Mumbai.
Social infrastructure is also well developed. There are close to 30 schools ranging from municipal to International schools. Hospitals, temples, restaurants, cafes etc are also present in plenty.
",http://www.magicbricks.com/Chembur-in-Mumbai-Overview,"
Overview of Chembur, Mumbai
","
Chembur, Mumbai , 
"
"
Dadar is located right in the middle of Mumbai. This area is divided into east and west due to the presence of a railway line. The west side of Dadar enjoys its proximity to western and central railways. Where western railways are about 800 mts away, the central railway is a kilometer away. Due to this, the locality is well connected to Mumbai, Thane and Navi Mumbai. Both the central and western stations conveniently located. Harbour Line forks off either Mahim onwards or Wadala onwards are at a stoneÃ¢ÂÂs throw away.
Some of the developers with strong presence in the area are Ekta World, Omkar Gorup and Realty Group among others. The area offers multi-storey apartments for Rs 28000 to 33000 per sq ft.
It also has Shivaji Park and is near the Sidhivinayak in Prabhadevi. More than 20 bus routes from Plaza side and a few from Ruby building side ply frequently and even taxis are available easily. This locality is home to some of the best-known hospitals including Hinduja, Shushrusha and Jain hospitals.
There are plenty of restaurants offering all kinds of cuisines including Visawa South Indian, Punjabi, Marathi, Trupti, Chinese as well as Goa Portuguese. The award winning Ashok and Krishna Vada Pav, Bhelpuris and chaats are also available easily.
",http://www.magicbricks.com/Dadar-West-in-Mumbai-Overview,"
Overview of Dadar West, Mumbai
","
Dadar West, Mumbai , 
"
"
Despite of a Police Station and fairly lit streets, security in Ghatkopar West is still an issue. Gated communities with manned exits are essential for the area. The place has a Fire Station and another in East Ghatkopar with easy access to both.
Sweeping and garbage collection though done is not regular. Drainage and sewerage can be better. Some of the developers in this area include Vijay Associates, Wadhwa Developers, Kalpataru and Runwal. The roads in this area are fairly good. The Vallabhbaug Lane starting from Mahatma Gandhi Road has been extended upto Garodia Nag and Shanti Park. The area has easy access via major roads. Ghatkopar is a stop for slow and fast local trains on the Central line. The distance from the Airport is about 6.6 km while the distance from the Railway Station is around 20 km. BEST buses also connects Ghatkopar to almost each and every part of Mumbai. Commuters also have access to the Metro. The distance from Premium areas like Juhu is about 10. 7 km. The houses in this area are mainly cooperative multi-storey or authority apartments.
Some of the private schools found here are Domnic Savio Vidyalaya, Vidya Bhavan, Saraswati Vidya Niketan and many more. Subsidised schools are also found in this area. Some of the Colleges in Ghatkopar are Ramniranjan Jhunjhunwala College and SPN Doshi Women's College. Institutes here include NIIT and the Indo German institute.
Neighbourhood shopping areas include the Vallabh Baug Lane and MG Road intersection. There are several eateries catering to the mid to upper mid segment. Some of the well known high-end outlets found here include Zafran, Urban Tadka, Rainforest, Rest O bar and MU.
Private Hospitals include Hiranandani, Zynova, Nu Life and Dr Vinod joshi while government hospitals are Sarvodaya Hospital and Government Hospital. A few of the Nursing Homes are Sukh Shanti, Chandrajyoti and others.
",http://www.magicbricks.com/Ghatkopar-West-in-Mumbai-Overview,"
Overview of Ghatkopar West, Mumbai
","
Ghatkopar West, Mumbai , 
"
"
Juhu one of the most developed and premium areas in Mumbai. It is high on security with a Police Station, broad roads with working street lights, gated communities or bungalows with manned exits. The area is equipped with an effective Fire Station, regular sweeping and garbage disposal, excellent drainage and sewerage system. The width of inner roads is 16-23 m. In the last couple of years it has got wider roads with several flyovers. It is in the core area of the main city with plush offices and residences of several celebrities.
The area has several educational institutions like Ecole Mondiale World School, Utpal Shanghvi School, Jamnabai Narsee School, Maneckji Cooper Education Trust School and others. Some of the colleges here are Narsee Monjee College of Commerce and Economics, Malini Kishore Sanghvi College of Commerce and Economics, KRVIA - Kamla Raheja Vidyanidhi Institute for Architecture and Environmental Studies and many more.
In addition to small stores, almost all global designer brands have set up shop here. The place has several Malls. Juhu is one of the most developed and premium areas in Mumbai. It is high on security with a Police Station, broad roads with working streetlights, gated communities or bungalows with manned exits. The area is equipped with an effective Fire Station, regular sweeping and garbage disposal, excellent drainage and sewerage system. The width of inner roads is 16-23 m. In the last couple of years it has got wider roads with several flyovers. It is in the core area of the main city with plush offices and residences of several celebrities.
The area has several educational institutions like Ecole Mondiale World School, Utpal Shanghvi School, Jamnabai Narsee School, Maneckji Cooper Education Trust School and others. Some of the colleges situated here are Narsee Monjee College of Commerce and Economics, Malini Kishore Sanghvi College of Commerce and Economics, KRVIA - Kamla Raheja Vidyanidhi Institute for Architecture.
",http://www.magicbricks.com/Juhu-in-Mumbai-Overview,"
Overview of Juhu, Mumbai
","
Juhu, Mumbai , 
"
"
Goregaon is an important area in the western suburbs that started out as primarily a middle-class residential property neighborhood but went on to become a wealthy suburb. Goregaon East is also home to the recently developed area known as New Dindoshi which includes the Nagari Nivara Parishad popularly known as NNP a housing scheme for the lower middle class. There are more than 30,000 people living at NNP distributed between two zones. These are affordable housing schemes provided by the Government.
Goregaon is well connected to other parts of Mumbai through the Western Express Highway, Link Road and the arterial Jogeshwari Vikhroli Link Road that connects the east to the west of Mumbai. Also, Goregaon lies between Andheri and Borivali, making it the center of two key residential locations in the city.
The facilities such as malls, an international school, a five-star hotel and premium office spaces are present here. Apart from this the area also offers hospitals like Matushree Gomati Hospital Life Line Medicare Hospital Vasudha Hospital Sai Sparsh Critical Care Center and others. Education wise this area has some of the best schools in the city including Oberoi International School Ryan International School and Vibgyor High School etc.
The proposed Metro Rail BandraÃ¢ÂÂCharkop Sector and new Oshiwara Suburban train station on the existing Western Railways network would also enhance connectivity. The Bandra Worli Sea link helps to connect faster to the town.
The fundamental reason behind Goregaon growth is that other areas including belts from Bandra Andheri and Powai are non affordable for many. Goregaon offers a unique location advantage of being centrally located to retail and Family Entertainment Centers FECs like Inorbit, Hypercity, The Hub, Central and commercial districts such as Mindspace, Andheri, SEEPZ, Bandra-Kurla Complex and so on.
",http://www.magicbricks.com/Goregaon-East-in-Mumbai-Overview,"
Overview of Goregaon East, Mumbai
","
Goregaon East, Mumbai , 
"
"
Goregaon is situated at the north of CST has witnessed steady development. It is a safe area with manned entrances and gated communities. It has planned drainage and sewage systems. Private developers maintain the overall cleanliness of the area. The locality is close to the Western Express Highway. The roads inside the locality are well laid concrete and broad. The average width of the roads is around 12 to 16 ft.
It is primarily a middle-class residential neighborhood. However the area is now turning into a wealthy suburb. Film City is also located in this locality. Some high-end projects in this area include the Oberoi Garden City and the Lokhandwala Complex to name a few. Several Business towers are also being set up.
Goregaon has several renowned schools. These include the Royal Academy, Ryan International School, Shri Radhakrishna Vidyalaya among others. The locality has several lifestyle stores including Reliance, More and Monday to Sunday in addition to the Oberoi Mall. Goregaon has a number of restaurants catering to a wide budget range. Some of the eateries in the higher end include Le Quesso Ristaurant, Chez moi and Wood Side.
The locality has an impressive list of hospitals. These include Sabnis Hospital, Vasudha Hospital, Sai Diagnostic Pathological Cure and Laboratory, iddharth Hospital and others. The area is well connected through the Western Express Highway and Linking Road. It has two major bus depots. The Goregaon Bus Station close to Goregaon West and another Goregaon Bus Depot further away and closer to Oshiwara Bus Depot. Autorickshaws are also easily available in this area.
Traffic is heavy, but slow moving, even in peak hours. The traffic lights are effectively managed so traffic jams are rare. Parking is not an issue as complexes have manned parking while, offices have allotted parking. However, construction of Metro and other expansions was stalled, as there were issues with vehicular parking.
",http://www.magicbricks.com/Goregaon-West-in-Mumbai-Overview,"
Overview of Goregaon West, Mumbai
","
Goregaon West, Mumbai , 
"
"
Lower Parel is a prime commercial business centre in south Mumbai. It is also called Upper Worli. The property prices in the locality range between Rs 30000 to 33000 per sq ft. Prime location and the Worli Sea Link make Lower Parel one of the most sought-after areas in Mumbai. Good connectivity with other parts of Mumbai, improved infrastructure adds value to the investments made by the rich.
The Worli Sea Link has not only opened the road for good connectivity between Bandra and Lower Parel Upper Worli but has also brought new opportunities in luxury housing as well. Lower Parel or Upper Worli is an apt location for affluent professionals working in Mumbai.
While it has the high class charm of South Mumbai, its location makes it very convenient 20 minutes from Nariman Point, 15 minutes from BKC and 20 minutes from the airport.
",http://www.magicbricks.com/Lower-Parel-in-Mumbai-Overview,"
Overview of Lower Parel, Mumbai
","
Lower Parel, Mumbai , 
"
"
Kalyan is a city in part of Mumbai Metropolitan Region and a Tehsil of the Thane district. It is considered a part of the greater Mumbai built-up area, along with Bhiwandi, Thane, Ulhasnagar and the municipal councils of Ambernath & Badlapur.
The inner arterial roads and the main routes through the city have been developed by the MSRDC. The bus services by Kalyan Dombivali Municipal Transport run buses (KDMT) offer easy accessibility to the major routes in the city. However, auto-rickshaws remain a major source of transport.
Kalyan has high class medical facilities with hospitals like Fortis Hospital, Shree Devi hospital, Phadke Hospital, Meera Hospital, Shree Hospital and Apex Hospital. In addition to these, there is also a very good Railway hospital available for the railway employees at Kalyan. Plus, there is a municipal hospital, the Rukminibai Hospital near Kalyan station.
Large number of schools and colleges have contributed to a good education system. Apart from this, the city needs to spruce up its roads by efficient garbage removal systems. Stink, stench, and heaps of garbage adorn the roads in most areas.
Pros:
Connectivity
Wide range of properties
Well connected
Cons:
It lacks on commercial front especially when it comes to malls and high street markets.
",http://www.magicbricks.com/Kalyan-in-Mumbai-Overview,"
Overview of Kalyan, Mumbai
","
Kalyan, Mumbai , 
"
"
For the past few years Kandivali East has been among the top developing localities of the Western suburbs of Mumbai. The reason behind the increasing interest of buyers is this areas connectivity to the Western Express Highway; good infrastructure facilities such as shopping complexes, schools, colleges and affordability in comparison to the fully developed localities of Mumbai.
The affordable projects in Kandivali East vary between Rs 8000 to 10000 per sq ft and the price range for premium projects is Rs 10000 to 15000 per sq ft. Developers that have a presence in this locality are Ekta Meadows, Dheeraj Group, Bhoomi Arkade, Avon Housing and RNA Corp. There is more demand for purchase than for rent. Luxury and affordable projects are equally in demand in the region.
The target group for Kandivali East is buyers who can afford to shed about Rs 90 lakh to Rs 1 crore. Although, the type of construction in Kandivali East and Mira Road, Vasai or Virar is similar, yet demand for apartments in Kandivali East comes from the upper middle class segment. The connectivity to the Express Highway is better from Kandivali East as compared to Mira Road where affordable apartments are more in demand.
The prime reason for the increase in demand in Kandivali East is that the other fully developed areas in Mumbai like Bandra are too expensive and saturated for new buyers. Naushad further adds, People are shifting from the main town to less populated areas due to traffic snarls and space issues. Kandivali East has ready-to-move-in properties available with good infrastructure and space. These factors are driving people to shift to this region and also encouraging new buyers. Road connectivity is provided by means of Western Express Highway on the East, SV Road and Link Road on the west.
",http://www.magicbricks.com/Kandivali-East-in-Mumbai-Overview,"
Overview of Kandivali East, Mumbai
","
Kandivali East, Mumbai , 
"
"
Mulund West is a suburb in the northeast of CST. It has a railway station on the Central Railway Line of the Mumbai Suburban Railway. It has easy access to the Eastern Express Highway and Navi Mumbai through the Mulund Airoli Bridge. As it has mainly manned entrances or gated communities, safety is good in this area. It has rough concrete roads, mostly around 12 to 15 ft wide. The area has good underground drainage and sewage system, though it is prone to flooding during monsoons. The area has parking issues. The traffic in this area is heavy but well modulated.
Mulund Depot is one of the largest and major Bus Depots in Mumbai connecting it to several places. An effective railway transport and easily available auto rickshaws and shared taxis keep this area well connected. It is also a stop for slow and semi-fast local trains on the central line of the Mumbai suburban network.
It has one of the largest list of hospitals from places like Shreyas Infertility and IVF Center to Shrushusha Hospital to the large ones like Fortis Hospital and Panchsheel Hospital and government managed ones. In addition to several popular global food joints in malls, the locality also has Indian outlets. Some of the popular eateries in Mulund include Bombay Blues, Bistro Grill and Noodle Bar. It also has a well-oiled night life with excellent pubs.
Mulund boasts of a wide variety of government run and private owned enterprises for shopping. These include Apna Bazaars, branded lifestyle stores like Wills and Reebok and Malls like Nirmal Lifestyles and R Mall and Shoppers Stop.
The locality has subsidized educational institutions in addition to private CBSC and state level schools. Higher education institutions found here include Mulund College Of Commerce and the Indian Education Society KG, Primary and Secondary School and College King George Society. The place has several parks including the Chintaman Dwarakanath Deshmukh Garden, one of the well-maintained gardens in Mumbai.
",http://www.magicbricks.com/Mulund-West-in-Mumbai-Overview,"
Overview of Mulund West, Mumbai
","
Mulund West, Mumbai , 
"
"
Powai is a suburban neighborhood located in the northeast of Mumbai. It is situated on the banks of Powai Lake and is bounded by the hills of Vikhroli Parksite to the southeast, Chandivali to the southwest, the LBS Marg old Mumbai-Agra Road to the northeast and the Sanjay Gandhi National Park to the north beyond the lake.
The Jogeshwari-Vikhroli Link Road is one of the city busiest thoroughfares linking the western and eastern suburbs passes through Powai. Top notch professionals with designations such as CEO MD and owners of big companies falling in the age group of 35 to 45 years are the buyers of 4 BHK in Powai.
Economic drivers in Powai such as major growth areas like SEEPZ Santacruz Electronics Export Processing Zone and MIDC Maharashtra Industrial Development Corporation and the presence of a high tech Hiranandani Business Park (HBP) in Powai have made Powai the suburb of choice. Major corporate offices here include Colgate Palmolive, Nestle, Prudential, Wipro, FedEx, Jet Airways, Deloitte, Bernhard Schulte, Indian Oil Tanking, TATA AIG and Petrofac Engineering, among others.
Since these are located along the Western Expressway which faces major traffic jams during peak hours, Powai offers an alternative to long driving hours to work. Therefore, there is high demand for residential space in this locality.
Major developers who are active with large scale developments in the area include Hiranandani, Nahar, Lodha, Wadhwa and the Chandiwala Group of Companies.
",http://www.magicbricks.com/Powai-in-Mumbai-Overview,"
Overview of Powai, Mumbai
","
Powai, Mumbai , 
"
"
Mahim is situated between north and south Mumbai and is accessible via road and rail. It is located at a distance of 7 km from the national and international airport and is known for its social infrastructure of schools and hospitals.
It is also close to a number of popular malls and multiplexes. Mahim is surrounded by Bandra in the North and Arabian Sea in the West. The Mahim railway station is located in Mahim area, on the Mumbai suburban railway on the Western Railway India line.
Some of the key builders at Mahim West are K Raheja, Kalpataru, Onkar builders and others. Mahim has a number of schools and educational institutions. Some of the well known schools in Mahim are Bombay Scottish School, Mahim, Canossa Convent High School, Saraswati Mandir English Primary School, Victoria High School, KJ Khilnani High School and RC Mahim School. Reputed colleges and professional educational institutes such as Ruparel College and St. XavierÃ¢ÂÂs Technical Institute are also located in Mahim.
Hospitals in Mahim are Hinduja Hospital and SL Raheja Hospital. The Mahim Causeway is a vital link road connecting the city of Mumbai with its northern suburbs. The causeway links the neighbourhoods of Mahim to the south with Bandra to the north. The Mahim Causeway forms the link between Swami Vivekanand Road and LJ Road, being the stretch between Bandra masjid and Mahim church St Michael.
",http://www.magicbricks.com/Mahim-in-Mumbai-Overview,"
Overview of Mahim, Mumbai
","
Mahim, Mumbai , 
"
"
Khar a suburb of Mumbai is located in the north of Bandra and south of Santa Cruz. It is divided into two areas Khar West and Khar East. Khar East is still a little crowded and undeveloped but, Khar West today, is a bustling, centrally located area. The proximity to the railway lines, highway, airport and Bandra Kurla Complex, make it a very attractive commercial spot. The locality is just a 5-minutes walk to the Khar Station.
It is equally close to the prime residential areas of Bandra and Pali Hill. Khar (West) is one of the most royal and highly rated area in Mumbai. The prevailing property values in the locality range between Rs 32000 to 35000 per sq ft.
It is a peacful and green area. It is also a home to many Bollywood celebrities and business industrialists. Aamir Khan & Ashutosh Gowarikar live at Khar West Pali Hill. The new constructions are not less than 3 BHK houses. Khar West is a very peaceful area and just evergreen throughout the year. The locality also offers shopping destinations and pubs, lounges, clubs and restaurants for entertainment.
",http://www.magicbricks.com/Khar-West-in-Mumbai-Overview,"
Overview of Khar West, Mumbai
","
Khar West, Mumbai , 
"
"
Malad is a suburb, lies 34 km north of Mumbai. The major localities in Malad are Chincholi Bunder Road, Mind Space Complex, Marve Road INS Hamla Navy Catering Training Establishment, Liberty Garden, Navy Nagar, Orlem, Jankalyan Nagar, Malwani Village, Kharodi Village and so on. Sunder Nagar is on border of Malad and Goregaon. The Chincholi Bunder Road has a number of schools including St Mary High School, Municipal School, Balaji International School and others. There is one college and three malls In orbit, Ever shine Mall, Infinity in the area.
Chincholi Bunder Road lies to the west of Swami Vivekanand Road which connects SV Road and Link Road and ends at Malad Creek. Adjacent to Chincholi Bunder is a market. Pathanwadi a locality in Malad East, is on the other side of the NH-8, away from Malad Railway Station. The Brihanmumbai Electric Supply and Transport undertaking provides bus service to the station with a mini-bus because of the narrow roads. Pathanwadi is famous for its multiple Masjids.
To the west, bordering it, is Dindoshi Nagar, a residential locality. Recently these localities have seen major infrastructure development and the coming up of malls such as the Oberoi Mall and Shagun Mall, to name a few.
The beaches Aksa, Erangal and Marve are within accessible distance from Malad East. Other water fronts in this area are Dana Paani, Madh Island and Madh Fort, Manori Beach, Kileshwar Fort and Marve Beach. Aksa Beach is approximately 8 km from Malad Train Station and Madh is at 14 Km. Malad East is very well located and has very good connectivity with Western Express Highway in a very calm and green locality.
",http://www.magicbricks.com/Malad-East-in-Mumbai-Overview,"
Overview of Malad East, Mumbai
","
Malad East, Mumbai , 
"
"
Kandivali is a suburb about 40 km north of CST is on the Western Railway line of the Mumbai suburban railway. It is a safe area with Police Station, moderately lit streets, manned exits and a Fire Station close by. Though the area has an underground drainage and sewage system, it still gets slushy during the monsoons.
Kandivli is about 22 km from NH17 and close to State Highways. The roads within the locality are about 10-16 ft in width. The locality is about 35 km from premium areas like Juhu and mainly has cooperative multi storey complexes.
It has a number of schools and private educational institutions. These include Cambridge School, St. Lawrence High School, Lokhandwala Foundation School and Esplanade High School to name a few. Some of the colleges in the area include Swami Vivekananda International School and Junior College, Shree Jamnadas Adukia Balika Vidyalaya and Junior College.
The area has several lifestyle stores like Reliance, More and Max. Kandivli offers a wide range of restaurants. A few catering to the upper middle class include The Village, The Red Indian Sizzlers and Martins Chinese Nook.
The place has several hospitals including a couple of government managed ones like Akurli Road Municipal Maternity Home and the Employees State Insurance Scheme ESIS Hospital. Some of the large private hospitals include Western Hospital and Agarwal Hospital.
Although far from the International Airport it is well connected by rail via the Western Line. Road connectivity is by the Western Express Highway on the East and SV Road and Link Road on the west. A Metro line, terminating at Charkop has been proposed which is expected to be completed soon. The BEST bus depot is close to the railway station. Autorickshaws are easily available. Kandivli is an extremely congested area and prone to heavy slow moving traffic. Unless it is a gated complex, parking can be a big issue.
",http://www.magicbricks.com/Kandivali-West-in-Mumbai-Overview,"
Overview of Kandivali West, Mumbai
","
Kandivali West, Mumbai , 
"
"
Governed by the Mira-Bhayandar Municipal Corporation (MBMC), Mira Road is a fast developing locality in North Mumbai. The locality offers easy connectivity to Mumbai, Thane and Navi Mumbai. Several well known developers and builders have their projects here such as RNA Builders, Chaitanya Builders and Kalpataru among others.
Mira Road is well connected to different parts of the city by the state transport buses and Thane Municipal Transport buses that ply between Mira Road and Thane. Further, Mira Bhayandar Municipal Corporation has also started its own bus service under the title of Mira Bhayandar Municipal Transport MBMT. The locality is also well connected via rail, as Mira Road also has a railway station along the Western Line of Mumbai Suburban Railway.
The locality offers all the social amenities such as schools, colleges, hospitals, movie theatres etc. Shopping options such Big Bazaar, Croma, Maxxiz Mall etc are great crowd pullers. For those looking for a home in a reasonable budget Mira Road is the right choice.
",http://www.magicbricks.com/Mira-Road-in-Mumbai-Overview,"
Overview of Mira Road, Mumbai
","
Mira Road, Mumbai , 
"
